Capture IP Address Packets

03:26:30.950798 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 745664:745820, ack 361, win 4063, length 156
03:26:31.195926 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1313640:1313796, ack 649, win 4063, length 156
03:26:31.195957 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1313796:1313952, ack 649, win 4063, length 156
03:26:31.195989 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1313952:1314108, ack 649, win 4063, length 156
03:26:31.196018 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1314108:1314264, ack 649, win 4063, length 156
03:26:31.196042 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1314264:1314420, ack 649, win 4063, length 156
03:26:31.196070 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1314420:1314576, ack 649, win 4063, length 156
03:26:31.196095 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1314576:1314732, ack 649, win 4063, length 156
03:26:31.196122 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1314732:1314888, ack 649, win 4063, length 156
03:26:31.196149 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1314888:1315044, ack 649, win 4063, length 156
03:26:31.196178 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1315044:1315200, ack 649, win 4063, length 156
03:26:31.196205 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1315200:1315356, ack 649, win 4063, length 156
03:26:31.196230 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1315356:1315512, ack 649, win 4063, length 156
03:26:31.196256 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1315512:1315668, ack 649, win 4063, length 156
03:26:31.196283 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1315668:1315824, ack 649, win 4063, length 156
03:26:31.196307 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1315824:1315980, ack 649, win 4063, length 156
03:26:31.196348 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1315980:1316136, ack 649, win 4063, length 156
03:26:31.196376 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1316136:1316292, ack 649, win 4063, length 156
03:26:31.196407 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [P.], seq 649:685, ack 1285040, win 2064, length 36
03:26:31.196407 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1288316, win 2064, length 0
03:26:31.196448 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [.], ack 685, win 4063, length 0
03:26:31.196469 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1316292:1316664, ack 685, win 4063, length 372
03:26:31.196501 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1316664:1316916, ack 685, win 4063, length 252
03:26:31.196528 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1316916:1317072, ack 685, win 4063, length 156
03:26:31.196554 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1317072:1317228, ack 685, win 4063, length 156
03:26:31.196581 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1317228:1317384, ack 685, win 4063, length 156
03:26:31.196612 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1317384:1317540, ack 685, win 4063, length 156
03:26:31.196638 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1317540:1317696, ack 685, win 4063, length 156
03:26:31.196664 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1317696:1317852, ack 685, win 4063, length 156
03:26:31.196689 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1317852:1318008, ack 685, win 4063, length 156
03:26:31.196714 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1318008:1318164, ack 685, win 4063, length 156
03:26:31.196741 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1318164:1318320, ack 685, win 4063, length 156
03:26:31.196765 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1318320:1318476, ack 685, win 4063, length 156
03:26:31.196791 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1318476:1318632, ack 685, win 4063, length 156
03:26:31.196819 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1318632:1318788, ack 685, win 4063, length 156
03:26:31.196847 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1318788:1318944, ack 685, win 4063, length 156
03:26:31.196874 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1318944:1319100, ack 685, win 4063, length 156
03:26:31.196898 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1319100:1319256, ack 685, win 4063, length 156
03:26:31.196938 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1319256:1319412, ack 685, win 4063, length 156
03:26:31.196965 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1319412:1319568, ack 685, win 4063, length 156
03:26:31.196996 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1319568:1319724, ack 685, win 4063, length 156
03:26:31.197023 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1319724:1319880, ack 685, win 4063, length 156
03:26:31.197048 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1319880:1320036, ack 685, win 4063, length 156
03:26:31.197074 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1320036:1320192, ack 685, win 4063, length 156
03:26:31.197099 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1320192:1320348, ack 685, win 4063, length 156
03:26:31.197126 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1320348:1320504, ack 685, win 4063, length 156
03:26:31.197153 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1320504:1320660, ack 685, win 4063, length 156
03:26:31.197179 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1320660:1320816, ack 685, win 4063, length 156
03:26:31.197211 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1320816:1320972, ack 685, win 4063, length 156
03:26:31.197240 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1320972:1321128, ack 685, win 4063, length 156
03:26:31.197265 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1321128:1321284, ack 685, win 4063, length 156
03:26:31.197289 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1321284:1321440, ack 685, win 4063, length 156
03:26:31.197316 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1321440:1321596, ack 685, win 4063, length 156
03:26:31.197341 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1321596:1321752, ack 685, win 4063, length 156
03:26:31.197368 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1321752:1321908, ack 685, win 4063, length 156
03:26:31.197400 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1321908:1322064, ack 685, win 4063, length 156
03:26:31.197426 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1322064:1322220, ack 685, win 4063, length 156
03:26:31.197453 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1322220:1322376, ack 685, win 4063, length 156
03:26:31.197478 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1322376:1322532, ack 685, win 4063, length 156
03:26:31.197505 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1322532:1322688, ack 685, win 4063, length 156
03:26:31.197525 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1296272, win 2064, length 0
03:26:31.197525 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1297988, win 2064, length 0
03:26:31.197571 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1322688:1323052, ack 685, win 4063, length 364
03:26:31.197602 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1323052:1323208, ack 685, win 4063, length 156
03:26:31.197630 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1323208:1323364, ack 685, win 4063, length 156
03:26:31.197656 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1323364:1323520, ack 685, win 4063, length 156
03:26:31.197682 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1323520:1323676, ack 685, win 4063, length 156
03:26:31.197708 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1323676:1323832, ack 685, win 4063, length 156
03:26:31.197734 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1323832:1323988, ack 685, win 4063, length 156
03:26:31.197761 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1323988:1324144, ack 685, win 4063, length 156
03:26:31.197795 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1324144:1324300, ack 685, win 4063, length 156
03:26:31.197822 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1324300:1324456, ack 685, win 4063, length 156
03:26:31.197847 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1324456:1324612, ack 685, win 4063, length 156
03:26:31.197873 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1324612:1324768, ack 685, win 4063, length 156
03:26:31.197897 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1324768:1324924, ack 685, win 4063, length 156
03:26:31.197923 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1324924:1325080, ack 685, win 4063, length 156
03:26:31.197948 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1325080:1325236, ack 685, win 4063, length 156
03:26:31.197973 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1325236:1325392, ack 685, win 4063, length 156
03:26:31.198004 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1325392:1325548, ack 685, win 4063, length 156
03:26:31.198029 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1325548:1325704, ack 685, win 4063, length 156
03:26:31.198064 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1325704:1325860, ack 685, win 4063, length 156
03:26:31.198092 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1325860:1326016, ack 685, win 4063, length 156
03:26:31.198117 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1326016:1326172, ack 685, win 4063, length 156
03:26:31.198142 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1326172:1326328, ack 685, win 4063, length 156
03:26:31.198168 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1326328:1326484, ack 685, win 4063, length 156
03:26:31.198196 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1326484:1326640, ack 685, win 4063, length 156
03:26:31.198224 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1326640:1326796, ack 685, win 4063, length 156
03:26:31.198249 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1326796:1326952, ack 685, win 4063, length 156
03:26:31.198275 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1326952:1327108, ack 685, win 4063, length 156
03:26:31.198300 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1327108:1327264, ack 685, win 4063, length 156
03:26:31.198327 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1327264:1327420, ack 685, win 4063, length 156
03:26:31.198354 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1327420:1327576, ack 685, win 4063, length 156
03:26:31.198385 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1327576:1327732, ack 685, win 4063, length 156
03:26:31.198411 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1327732:1327888, ack 685, win 4063, length 156
03:26:31.198444 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1327888:1328044, ack 685, win 4063, length 156
03:26:31.198470 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1328044:1328200, ack 685, win 4063, length 156
03:26:31.198496 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1328200:1328356, ack 685, win 4063, length 156
03:26:31.198523 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1328356:1328512, ack 685, win 4063, length 156
03:26:31.198547 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1328512:1328668, ack 685, win 4063, length 156
03:26:31.198577 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1328668:1328824, ack 685, win 4063, length 156
03:26:31.198673 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1328824:1328980, ack 685, win 4063, length 156
03:26:31.198710 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1328980:1329136, ack 685, win 4063, length 156
03:26:31.198748 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1329136:1329292, ack 685, win 4063, length 156
03:26:31.198783 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1329292:1329448, ack 685, win 4063, length 156
03:26:31.198833 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1329448:1329604, ack 685, win 4063, length 156
03:26:31.198866 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1329604:1329760, ack 685, win 4063, length 156
03:26:31.198895 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1329760:1329916, ack 685, win 4063, length 156
03:26:31.198926 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1329916:1330072, ack 685, win 4063, length 156
03:26:31.198962 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1330072:1330228, ack 685, win 4063, length 156
03:26:31.198994 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1330228:1330384, ack 685, win 4063, length 156
03:26:31.199023 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1330384:1330540, ack 685, win 4063, length 156
03:26:31.199054 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1330540:1330696, ack 685, win 4063, length 156
03:26:31.199086 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1330696:1330852, ack 685, win 4063, length 156
03:26:31.199115 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1330852:1331008, ack 685, win 4063, length 156
03:26:31.199144 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1331008:1331164, ack 685, win 4063, length 156
03:26:31.199177 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1331164:1331320, ack 685, win 4063, length 156
03:26:31.199208 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1331320:1331476, ack 685, win 4063, length 156
03:26:31.199238 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1331476:1331632, ack 685, win 4063, length 156
03:26:31.199275 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1331632:1331788, ack 685, win 4063, length 156
03:26:31.199308 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1331788:1331944, ack 685, win 4063, length 156
03:26:31.199339 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1331944:1332100, ack 685, win 4063, length 156
03:26:31.199370 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1332100:1332256, ack 685, win 4063, length 156
03:26:31.199405 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1298456, win 2062, options [nop,nop,sack 1 {1298612:1298768}], length 0
03:26:31.199405 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1298768, win 2061, length 0
03:26:31.199406 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1300640, win 2064, length 0
03:26:31.199406 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1305944, win 2064, length 0
03:26:31.199442 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1332256:1332412, ack 685, win 4063, length 156
03:26:31.199506 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1332412:1333016, ack 685, win 4063, length 604
03:26:31.199537 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1333016:1333172, ack 685, win 4063, length 156
03:26:31.199568 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1333172:1333328, ack 685, win 4063, length 156
03:26:31.199605 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1333328:1333484, ack 685, win 4063, length 156
03:26:31.199643 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1333484:1333640, ack 685, win 4063, length 156
03:26:31.199683 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1333640:1333796, ack 685, win 4063, length 156
03:26:31.199721 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1333796:1333952, ack 685, win 4063, length 156
03:26:31.199756 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1333952:1334108, ack 685, win 4063, length 156
03:26:31.199792 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1334108:1334264, ack 685, win 4063, length 156
03:26:31.199830 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1334264:1334420, ack 685, win 4063, length 156
03:26:31.199855 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1334420:1334576, ack 685, win 4063, length 156
03:26:31.199882 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1334576:1334732, ack 685, win 4063, length 156
03:26:31.199909 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1334732:1334888, ack 685, win 4063, length 156
03:26:31.199933 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1334888:1335044, ack 685, win 4063, length 156
03:26:31.199960 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1335044:1335200, ack 685, win 4063, length 156
03:26:31.199986 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1335200:1335356, ack 685, win 4063, length 156
03:26:31.200018 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1335356:1335512, ack 685, win 4063, length 156
03:26:31.200045 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1335512:1335668, ack 685, win 4063, length 156
03:26:31.200070 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1335668:1335824, ack 685, win 4063, length 156
03:26:31.200096 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1335824:1335980, ack 685, win 4063, length 156
03:26:31.200121 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1335980:1336136, ack 685, win 4063, length 156
03:26:31.200150 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1336136:1336292, ack 685, win 4063, length 156
03:26:31.200226 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1336292:1336448, ack 685, win 4063, length 156
03:26:31.200270 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1336448:1336604, ack 685, win 4063, length 156
03:26:31.200305 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1336604:1336760, ack 685, win 4063, length 156
03:26:31.200347 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1336760:1336916, ack 685, win 4063, length 156
03:26:31.200379 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1336916:1337072, ack 685, win 4063, length 156
03:26:31.200401 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1306724, win 2061, length 0
03:26:31.200401 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1311456, win 2064, length 0
03:26:31.200463 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1337072:1337436, ack 685, win 4063, length 364
03:26:31.200500 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1337436:1337592, ack 685, win 4063, length 156
03:26:31.200534 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1337592:1337748, ack 685, win 4063, length 156
03:26:31.200570 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1337748:1337904, ack 685, win 4063, length 156
03:26:31.200602 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1337904:1338060, ack 685, win 4063, length 156
03:26:31.200635 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1338060:1338216, ack 685, win 4063, length 156
03:26:31.200674 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1338216:1338372, ack 685, win 4063, length 156
03:26:31.200710 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1338372:1338528, ack 685, win 4063, length 156
03:26:31.200741 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1338528:1338684, ack 685, win 4063, length 156
03:26:31.200777 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1338684:1338840, ack 685, win 4063, length 156
03:26:31.200809 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1338840:1338996, ack 685, win 4063, length 156
03:26:31.200840 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1338996:1339152, ack 685, win 4063, length 156
03:26:31.200878 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1339152:1339308, ack 685, win 4063, length 156
03:26:31.200921 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1339308:1339464, ack 685, win 4063, length 156
